wall_time,step,value
1759805798.4911685,708,-165.9769287109375
1759805799.5557387,709,-165.03488159179688
1759805801.1552153,710,-168.4130859375
1759805801.8037436,711,-172.10816955566406
1759805803.0090432,712,-172.00245666503906
1759805804.6130779,713,-173.11143493652344
1759805806.6747925,714,-171.44915771484375
1759805808.3831856,715,-175.75299072265625
1759805809.4114199,716,-176.2212371826172
1759805811.4682384,717,-174.17140197753906
1759805813.5286918,718,-172.34947204589844
1759805815.5889432,719,-171.58364868164062
1759805815.9401648,720,-174.51759338378906
1759805816.788123,721,-174.35682678222656
1759805818.8474402,722,-173.84988403320312
1759805820.9049141,723,-176.3573760986328
1759805821.1531796,724,-178.19349670410156
1759805822.9487548,725,-178.52560424804688
1759805823.898932,726,-177.87294006347656
1759805825.9446619,727,-177.96815490722656
1759805827.991219,728,-177.04544067382812
1759805830.0221982,729,-177.7838592529297
1759805831.5217295,730,-178.161376953125
1759805832.2802863,731,-179.3408203125
1759805834.0279586,732,-183.3297576904297
1759805836.0465183,733,-181.81912231445312
1759805838.0633383,734,-180.69407653808594
1759805840.0763443,735,-178.51388549804688
1759805842.06055,736,-176.4259490966797
1759805843.4980707,737,-179.28492736816406
1759805845.5073621,738,-178.67320251464844
1759805845.932649,739,-178.5201416015625
1759805847.574364,740,-180.3259735107422
1759805849.0136733,741,-178.09976196289062
1759805849.3781755,742,-177.92245483398438
1759805851.3783271,743,-177.46714782714844
1759805852.865508,744,-179.5598602294922
1759805853.3428862,745,-181.9146728515625
1759805854.944032,746,-183.2998809814453
1759805856.9805171,747,-182.20965576171875
1759805859.0281308,748,-181.3676300048828
1759805861.0687768,749,-177.2234344482422
1759805863.117683,750,-176.06802368164062
1759805865.1606672,751,-175.35317993164062
1759805867.2021558,752,-175.2077178955078
1759805869.2423544,753,-173.4282989501953
1759805870.2705083,754,-172.2531280517578
1759805872.3148987,755,-172.81039428710938
1759805874.3534234,756,-170.97035217285156
1759805876.4071236,757,-167.33609008789062
1759805878.4558437,758,-168.0482177734375
1759805878.805302,759,-165.5364990234375
1759805880.854033,760,-165.29403686523438
1759805882.9005086,761,-164.48765563964844
1759805884.9455185,762,-166.35186767578125
1759805886.9954374,763,-162.7792510986328
1759805889.0417597,764,-165.2557830810547
1759805891.0906389,765,-164.9442901611328
1759805892.6808064,766,-166.48663330078125
1759805894.7303798,767,-166.7256622314453
1759805896.7795436,768,-167.96633911132812
1759805896.9477863,769,-169.24386596679688
1759805898.9917748,770,-168.57398986816406
1759805899.798962,771,-169.69882202148438
1759805901.8424754,772,-168.4204559326172
1759805903.8822646,773,-167.9044647216797
1759805904.052831,774,-166.24208068847656
1759805906.0935643,775,-165.3834228515625
1759805906.334096,776,-163.92491149902344
1759805906.5324202,777,-165.35791015625
1759805908.5776553,778,-166.96421813964844
1759805911.1216617,779,-165.85621643066406
1759805912.587394,780,-168.5199432373047
1759805914.6937628,781,-170.52297973632812
1759805916.0777507,782,-169.20925903320312
1759805918.1854327,783,-168.83889770507812
1759805919.5756776,784,-168.487548828125
1759805921.6760623,785,-168.41409301757812
1759805923.7818313,786,-166.63999938964844
1759805925.8978934,787,-166.92581176757812
1759805926.8355856,788,-162.97718811035156
1759805928.9442177,789,-162.26031494140625
1759805931.0528035,790,-161.92295837402344
1759805933.1671038,791,-162.02418518066406
1759805935.2800288,792,-160.29605102539062
1759805937.3943498,793,-159.44366455078125
1759805939.501534,794,-157.2068634033203
1759805941.6127472,795,-156.07713317871094
1759805943.7197719,796,-156.27430725097656
1759805945.836579,797,-154.748779296875
1759805947.9534626,798,-154.25559997558594
1759805950.0407627,799,-152.8102569580078
1759805952.1548429,800,-153.10462951660156
1759805954.2689805,801,-151.9691619873047
1759805956.3835273,802,-147.9357147216797
1759805958.489276,803,-145.8428497314453
1759805960.5908747,804,-146.33570861816406
1759805963.515203,805,-145.45364379882812
1759805965.6936915,806,-143.85281372070312
1759805967.8638122,807,-143.1427764892578
1759805970.0343857,808,-140.70068359375
1759805972.1992705,809,-139.86875915527344
1759805972.5678108,810,-136.10586547851562
1759805974.7331147,811,-132.87725830078125
1759805976.9049914,812,-132.1005859375
1759805979.0795603,813,-130.4681396484375
1759805981.2488348,814,-131.3677520751953
1759805983.4201987,815,-127.1634750366211
1759805985.5943882,816,-124.91024017333984
1759805987.7723372,817,-125.05978393554688
1759805989.951702,818,-125.2693099975586
1759805992.1300695,819,-124.71131134033203
1759805994.3032699,820,-122.26495361328125
1759805996.4760978,821,-120.35790252685547
1759805997.6953826,822,-121.75399780273438
1759805999.8704066,823,-121.9463119506836
1759806001.9708595,824,-122.7984390258789
1759806003.6158373,825,-123.6837158203125
1759806006.810858,826,-124.36837768554688
1759806007.8643012,827,-124.10953521728516
1759806008.5170171,828,-124.09761047363281
1759806010.7093778,829,-124.02549743652344
1759806012.8609502,830,-128.3867645263672
1759806015.082178,831,-127.59274291992188
1759806017.3062332,832,-122.40689086914062
1759806019.5294585,833,-122.43012237548828
1759806020.9905965,834,-122.589599609375
1759806023.2096493,835,-121.75653076171875
1759806024.0945623,836,-121.4217300415039
1759806026.0559025,837,-118.60340118408203
1759806028.2973745,838,-118.48838806152344
1759806030.541866,839,-117.99322509765625
1759806032.7795463,840,-116.60916900634766
1759806033.3846223,841,-118.3038558959961
1759806035.6193244,842,-116.47674560546875
1759806035.9640982,843,-117.81040954589844
1759806038.204283,844,-115.54399108886719
1759806038.813229,845,-115.81538391113281
1759806040.7945824,846,-115.59539031982422
1759806043.033979,847,-115.45381927490234
1759806046.7575173,848,-114.67887878417969
1759806047.6092572,849,-114.61924743652344
1759806049.8682399,850,-114.43202209472656
1759806051.039071,851,-114.05240631103516
1759806052.966061,852,-118.99566650390625
1759806055.2207236,853,-118.85993957519531
1759806056.6477816,854,-118.61943817138672
1759806058.5088422,855,-117.11854553222656
1759806060.7770271,856,-117.19278717041016
1759806062.8182445,857,-119.4505844116211
1759806065.077026,858,-119.2992935180664
1759806067.348578,859,-118.99807739257812
1759806068.211815,860,-121.16468048095703
1759806068.9584694,861,-122.28115844726562
1759806071.1649485,862,-123.11516571044922
1759806073.4265952,863,-122.3093032836914
1759806075.6772268,864,-121.90103912353516
1759806077.928015,865,-122.28301239013672
1759806079.3149173,866,-127.50955963134766
1759806079.9818823,867,-130.1962890625
1759806080.509942,868,-128.22305297851562
1759806081.2624307,869,-132.44248962402344
1759806081.63931,870,-134.50381469726562
1759806083.4808059,871,-134.73788452148438
1759806084.4964674,872,-134.49571228027344
1759806084.6842837,873,-134.45584106445312
1759806084.8711963,874,-137.5847625732422
1759806085.0388737,875,-138.18545532226562
1759806085.3417912,876,-140.09295654296875
1759806086.0676737,877,-139.46377563476562
1759806086.3124192,878,-142.5930938720703
1759806086.430822,879,-143.00457763671875
1759806086.6994343,880,-140.8370361328125
1759806086.8444333,881,-139.9246826171875
1759806086.9611986,882,-136.9672088623047
1759806087.079125,883,-136.85511779785156
1759806087.833172,884,-139.65557861328125
1759806088.0897317,885,-140.76722717285156
1759806088.52029,886,-142.30966186523438
1759806089.5224702,887,-141.89385986328125
1759806090.5220718,888,-141.79595947265625
1759806090.9518392,889,-147.20460510253906
1759806091.2015457,890,-148.27957153320312
1759806091.5706255,891,-150.14488220214844
1759806092.5682762,892,-150.41998291015625
1759806093.3362837,893,-152.9439697265625
1759806094.2468815,894,-156.58946228027344
1759806094.7324867,895,-159.9155731201172
1759806095.1894915,896,-159.40602111816406
1759806095.370244,897,-159.4010009765625
1759806096.3733377,898,-161.2947235107422
1759806097.0278606,899,-162.22056579589844
1759806098.0582364,900,-163.12718200683594
1759806099.0015237,901,-166.96263122558594
1759806099.9999228,902,-167.20169067382812
1759806100.3233778,903,-169.0023193359375
1759806100.4769201,904,-170.17210388183594
1759806100.8756106,905,-172.52120971679688
1759806101.085028,906,-174.17233276367188
1759806101.4870048,907,-176.23741149902344
1759806102.3451335,908,-178.37911987304688
1759806102.6800423,909,-179.63168334960938
1759806102.897304,910,-181.67909240722656
1759806103.1238213,911,-183.4136962890625
1759806103.9559329,912,-185.99044799804688
1759806104.7871103,913,-190.7409210205078
1759806105.0144253,914,-190.2720947265625
1759806105.2368171,915,-191.87112426757812
1759806105.9407868,916,-192.64759826660156
1759806106.0429144,917,-193.66368103027344
1759806106.4682765,918,-197.92298889160156
1759806106.7997735,919,-200.0656280517578
1759806107.799742,920,-200.4702606201172
1759806107.9143739,921,-203.36505126953125
1759806108.9174821,922,-201.42112731933594
1759806109.1061244,923,-204.4772491455078
1759806109.293199,924,-204.98468017578125
1759806110.331982,925,-203.84738159179688
1759806111.0184128,926,-203.0907745361328
1759806111.6191943,927,-206.0841827392578
1759806112.336235,928,-206.8296356201172
1759806112.9091687,929,-207.28187561035156
1759806113.3669217,930,-203.8550567626953
1759806113.54404,931,-205.3741912841797
1759806114.4886146,932,-206.1595001220703
1759806115.2953024,933,-206.4198760986328
1759806115.6422174,934,-206.17369079589844
1759806116.6770263,935,-206.74349975585938
1759806116.923068,936,-207.9978485107422
1759806117.8025951,937,-211.27996826171875
1759806118.835131,938,-211.3602752685547
1759806119.866528,939,-211.362548828125
1759806120.8919132,940,-211.06153869628906
1759806121.1983051,941,-211.542724609375
1759806122.198217,942,-211.8470458984375
1759806123.19448,943,-210.1356964111328
1759806123.6868007,944,-212.26544189453125
1759806124.6800873,945,-210.31947326660156
1759806125.6776006,946,-209.50633239746094
1759806126.0027,947,-209.03269958496094
1759806126.9935503,948,-209.4552764892578
1759806127.9743564,949,-210.4079132080078
1759806128.9713397,950,-210.56680297851562
1759806129.6664422,951,-217.71099853515625
1759806130.5210054,952,-213.12899780273438
1759806130.9728866,953,-216.32533264160156
1759806131.9937832,954,-215.8555145263672
1759806132.7427464,955,-216.59300231933594
1759806133.7167542,956,-219.1570587158203
1759806134.7407634,957,-219.276123046875
1759806135.1744573,958,-219.6604461669922
1759806136.197782,959,-219.3351287841797
1759806137.233842,960,-217.13844299316406
1759806138.2388196,961,-215.72425842285156
1759806139.2281663,962,-214.8820343017578
1759806140.2190645,963,-215.0733642578125
1759806140.5997152,964,-215.3959503173828
1759806141.5944183,965,-215.4195098876953
1759806142.2361052,966,-209.84246826171875
1759806143.2329745,967,-206.9730987548828
1759806144.2211668,968,-205.822998046875
1759806144.804561,969,-201.50465393066406
1759806145.3549964,970,-203.7523956298828
1759806146.351093,971,-203.2008819580078
1759806147.3532486,972,-203.7218017578125
1759806148.3496068,973,-203.89361572265625
1759806149.3445175,974,-200.34490966796875
1759806149.5506754,975,-205.28257751464844
1759806150.5528502,976,-204.53993225097656
1759806151.558189,977,-202.21202087402344
1759806152.5575209,978,-198.9950408935547
1759806153.5630417,979,-198.67820739746094
1759806154.5633516,980,-197.46925354003906
1759806155.5749526,981,-197.4459228515625
1759806156.5731473,982,-197.66928100585938
1759806157.576763,983,-197.73194885253906
1759806158.198812,984,-196.39366149902344
1759806159.1989894,985,-194.955810546875
1759806160.155033,986,-198.71144104003906
1759806161.1612954,987,-198.61830139160156
1759806162.175839,988,-198.0889892578125
1759806163.174761,989,-192.55604553222656
1759806164.170706,990,-190.9646759033203
1759806164.6179364,991,-192.3841552734375
1759806165.6323771,992,-192.01417541503906
1759806166.5472488,993,-190.9384307861328
1759806166.6847367,994,-191.6935272216797
1759806167.6918147,995,-188.14881896972656
1759806168.6893468,996,-189.0284423828125
1759806168.8716738,997,-192.11065673828125
1759806169.4110606,998,-195.927734375
1759806170.419773,999,-194.87098693847656
1759806170.6077688,1000,-195.6612091064453
1759806171.1953182,1001,-193.14869689941406
1759806172.1926477,1002,-192.78024291992188
1759806173.1891694,1003,-191.08238220214844
1759806173.603789,1004,-192.13771057128906
1759806174.2620828,1005,-190.46749877929688
1759806174.4533184,1006,-190.9883575439453
1759806175.4694252,1007,-190.0708770751953
1759806176.4751778,1008,-188.16302490234375
1759806177.4828572,1009,-187.03054809570312
1759806178.1271496,1010,-186.9983673095703
1759806178.6195836,1011,-186.12680053710938
1759806179.622926,1012,-183.54177856445312
1759806179.783543,1013,-182.31459045410156
1759806180.5983713,1014,-185.07257080078125
1759806181.6109552,1015,-183.91453552246094
1759806181.861046,1016,-183.26060485839844
1759806182.0143301,1017,-181.98287963867188
1759806183.0504978,1018,-178.3611297607422
1759806184.0262878,1019,-179.1016845703125
1759806184.4979794,1020,-182.13803100585938
1759806185.5289853,1021,-179.79092407226562
1759806186.5404708,1022,-180.35311889648438
1759806187.0502186,1023,-180.4405975341797
1759806187.667663,1024,-184.71116638183594
1759806188.7047114,1025,-186.31878662109375
1759806189.6438453,1026,-191.69036865234375
1759806190.6833,1027,-189.72332763671875
1759806191.3716936,1028,-192.61781311035156
1759806192.3925226,1029,-192.8866424560547
1759806193.4295826,1030,-190.9879150390625
1759806194.425338,1031,-191.69271850585938
1759806194.549529,1032,-190.6057891845703
1759806195.5738041,1033,-190.50753784179688
1759806196.6098702,1034,-190.7898406982422
1759806197.6454568,1035,-191.77947998046875
1759806198.6798148,1036,-190.81024169921875
1759806199.6588848,1037,-191.13670349121094
1759806200.6803715,1038,-191.50608825683594
1759806201.6884913,1039,-191.7877960205078
1759806202.6953387,1040,-191.99317932128906
1759806203.5858457,1041,-194.5145263671875
1759806204.623089,1042,-194.61782836914062
1759806205.665345,1043,-195.8934326171875
1759806206.69675,1044,-193.90469360351562
1759806207.7374578,1045,-194.2506866455078
1759806208.7828734,1046,-194.4995574951172
1759806209.7875795,1047,-194.82131958007812
1759806210.770309,1048,-197.75848388671875
1759806211.769096,1049,-197.19857788085938
1759806212.1665154,1050,-198.67832946777344
1759806213.1630821,1051,-192.2369842529297
1759806214.172347,1052,-192.34133911132812
1759806215.0460632,1053,-190.85023498535156
1759806216.0641835,1054,-191.5095977783203
1759806217.0648255,1055,-190.81826782226562
1759806218.098262,1056,-188.7205047607422
1759806219.1328435,1057,-186.87786865234375
1759806219.2628338,1058,-186.4240264892578
1759806220.2725523,1059,-187.0122528076172
1759806221.3087437,1060,-187.26344299316406
1759806221.5656793,1061,-189.6964874267578
1759806221.9932377,1062,-193.02096557617188
1759806222.4096308,1063,-195.94696044921875
1759806223.356747,1064,-195.9259796142578
1759806223.4707012,1065,-199.45921325683594
1759806223.9361928,1066,-198.5824737548828
1759806224.6353486,1067,-198.31153869628906
1759806225.2457929,1068,-198.7270050048828
1759806225.39951,1069,-197.26611328125
1759806225.5412612,1070,-192.79306030273438
1759806225.997268,1071,-197.39566040039062
1759806226.6196249,1072,-198.9560089111328
1759806227.263122,1073,-198.5777587890625
1759806227.734612,1074,-200.08741760253906
1759806228.1369884,1075,-196.26849365234375
1759806228.3653977,1076,-195.45286560058594
1759806228.950895,1077,-195.84564208984375
1759806229.897048,1078,-200.52978515625
1759806230.0423172,1079,-200.50535583496094
1759806230.1561956,1080,-200.1224365234375
1759806230.8089101,1081,-200.76441955566406
1759806231.3204374,1082,-202.589111328125
1759806231.4440043,1083,-203.15731811523438
1759806231.5587451,1084,-200.6052703857422
1759806232.118287,1085,-203.7472381591797
1759806232.252411,1086,-201.0712432861328
1759806233.1281533,1087,-201.6453399658203
1759806233.272369,1088,-201.79684448242188
1759806233.9778974,1089,-205.78012084960938
1759806234.2271147,1090,-206.9642791748047
1759806234.3309176,1091,-203.95516967773438
1759806234.4498882,1092,-204.01443481445312
1759806235.0235548,1093,-203.9870147705078
1759806235.6139112,1094,-203.0909881591797
1759806236.0323532,1095,-202.6680450439453
1759806236.3706768,1096,-205.15309143066406
1759806236.8917925,1097,-208.56259155273438
1759806237.1698682,1098,-202.29124450683594
1759806237.5492754,1099,-201.99615478515625
1759806237.8633304,1100,-204.0720977783203
1759806238.8795145,1101,-202.51332092285156
1759806239.44308,1102,-205.49110412597656
1759806239.7716439,1103,-205.28244018554688
1759806240.779323,1104,-202.2748260498047
1759806241.8046567,1105,-206.89988708496094
1759806242.2217777,1106,-208.06790161132812
1759806243.256559,1107,-206.75965881347656
1759806243.3748486,1108,-206.53965759277344
1759806244.1104794,1109,-208.7538604736328
1759806244.745337,1110,-207.6203155517578
1759806245.1030862,1111,-208.91329956054688
1759806245.211123,1112,-208.98179626464844
1759806245.558676,1113,-207.27053833007812
1759806246.5872808,1114,-204.22779846191406
1759806247.0436513,1115,-213.4696807861328
1759806247.517431,1116,-221.1489715576172
1759806248.5276237,1117,-221.5668487548828
1759806249.5391793,1118,-220.8221435546875
1759806250.232172,1119,-224.70440673828125
1759806251.2681983,1120,-221.20945739746094
1759806252.2992084,1121,-220.9384002685547
1759806253.3340013,1122,-220.51344299316406
1759806254.3354535,1123,-217.31362915039062
1759806254.798282,1124,-218.118896484375
1759806255.8098197,1125,-216.63848876953125
1759806256.1027517,1126,-211.0794677734375
1759806257.1084504,1127,-210.46438598632812
1759806258.1233613,1128,-206.99307250976562
1759806259.1172862,1129,-206.23680114746094
1759806260.1078293,1130,-205.85963439941406
1759806260.585573,1131,-206.18008422851562
1759806261.2361019,1132,-208.03648376464844
1759806261.9540808,1133,-208.97988891601562
1759806262.5380697,1134,-212.90460205078125
1759806263.0683064,1135,-213.8494873046875
1759806264.1009598,1136,-213.7367706298828
1759806264.8264327,1137,-211.23167419433594
1759806265.753582,1138,-220.67039489746094
1759806266.6262057,1139,-226.2691192626953
1759806266.9237652,1140,-228.12155151367188
1759806267.377915,1141,-227.60643005371094
1759806267.6815383,1142,-226.4116668701172
1759806268.061648,1143,-225.62661743164062
1759806269.0571244,1144,-226.78195190429688
1759806269.7176,1145,-231.948486328125
1759806270.5795877,1146,-241.19969177246094
1759806271.4402819,1147,-244.23789978027344
1759806271.6816082,1148,-240.72811889648438
1759806272.1250324,1149,-246.6928253173828
1759806272.40537,1150,-250.04147338867188
1759806272.7315197,1151,-252.30963134765625
1759806273.24139,1152,-251.74456787109375
1759806273.793514,1153,-255.9108428955078
1759806274.059687,1154,-254.45721435546875
1759806274.253589,1155,-254.55584716796875
1759806274.9057941,1156,-255.376220703125
1759806275.1553879,1157,-254.69549560546875
1759806275.5287352,1158,-260.33868408203125
1759806275.8553867,1159,-259.5595397949219
1759806276.2045243,1160,-263.4391784667969
1759806276.355073,1161,-263.5576171875
1759806276.5566418,1162,-261.8651428222656
1759806277.1512723,1163,-259.7052307128906
1759806277.4458907,1164,-258.5958557128906
1759806277.9281003,1165,-254.71337890625
1759806278.1988137,1166,-254.07357788085938
1759806278.5922108,1167,-253.73133850097656
1759806278.8609092,1168,-252.5773468017578
1759806279.1327069,1169,-252.1689453125
1759806279.3868644,1170,-254.79074096679688
1759806279.8832352,1171,-253.5150146484375
1759806280.2853458,1172,-251.4770965576172
1759806280.5057626,1173,-250.56668090820312
1759806280.772162,1174,-248.49404907226562
1759806280.9953334,1175,-246.36009216308594
1759806281.5364606,1176,-248.1731719970703
1759806282.3360198,1177,-248.41326904296875
1759806282.6044042,1178,-242.93807983398438
1759806282.7934835,1179,-241.97210693359375
1759806283.2254415,1180,-247.29808044433594
1759806283.7673573,1181,-246.9197540283203
1759806284.0388737,1182,-244.38401794433594
1759806285.045316,1183,-243.92469787597656
1759806285.579247,1184,-244.2727508544922
1759806285.9668827,1185,-241.3251190185547
1759806286.4125116,1186,-246.8444366455078
1759806287.101336,1187,-249.08462524414062
1759806287.2757106,1188,-255.44009399414062
1759806287.6033165,1189,-251.26235961914062
1759806287.999528,1190,-250.2407684326172
1759806288.3632421,1191,-255.7362823486328
1759806288.8683248,1192,-256.3324890136719
1759806289.0433185,1193,-255.1154022216797
1759806289.4455543,1194,-256.20013427734375
1759806289.7060885,1195,-255.9527130126953
1759806290.709402,1196,-254.0425567626953
1759806290.9493496,1197,-247.62991333007812
1759806291.4440682,1198,-248.30599975585938
1759806291.5601861,1199,-248.4583282470703
1759806291.9866168,1200,-247.14642333984375
1759806292.6888473,1201,-261.3651428222656
1759806293.0755644,1202,-265.027099609375
1759806293.7692935,1203,-289.0089111328125
1759806294.398668,1204,-295.5194091796875
1759806295.398498,1205,-290.4891052246094
1759806296.0515027,1206,-294.4969482421875
1759806296.5681372,1207,-302.075439453125
1759806297.3762896,1208,-309.66619873046875
1759806298.3748014,1209,-307.1428527832031
1759806299.3752134,1210,-307.1673278808594
1759806300.3903563,1211,-307.77166748046875
1759806300.88528,1212,-315.65643310546875
1759806301.1697109,1213,-319.3031311035156
1759806302.0840092,1214,-331.3169860839844
1759806302.8428135,1215,-331.4073181152344
1759806302.9861517,1216,-326.4653015136719
1759806303.4398239,1217,-334.0894470214844
1759806304.3195,1218,-337.9507751464844
1759806304.653076,1219,-330.6113586425781
1759806305.1695375,1220,-339.92645263671875
1759806305.6577065,1221,-347.5792541503906
1759806306.2305455,1222,-355.2391052246094
1759806306.3552053,1223,-355.3811950683594
1759806306.6403968,1224,-352.34710693359375
1759806306.8497667,1225,-355.082763671875
1759806307.324536,1226,-360.6552734375
1759806307.960887,1227,-362.22247314453125
1759806308.6635466,1228,-372.8151550292969
1759806309.2296152,1229,-384.0588073730469
1759806310.223829,1230,-383.7651672363281
1759806310.6688685,1231,-386.9960632324219
1759806311.4432874,1232,-394.2449645996094
1759806311.6220582,1233,-394.5328369140625
1759806311.885608,1234,-390.64935302734375
1759806312.215014,1235,-389.46875
1759806312.660866,1236,-395.1748962402344
1759806313.238615,1237,-398.616455078125
1759806313.932783,1238,-394.82171630859375
1759806314.3928168,1239,-397.2657165527344
1759806314.8969345,1240,-400.7893981933594
1759806315.1950097,1241,-405.1204833984375
1759806315.9171383,1242,-409.7915344238281
1759806316.536099,1243,-423.93310546875
1759806316.9476154,1244,-425.05242919921875
1759806317.9652088,1245,-419.3472595214844
1759806318.443376,1246,-415.9732971191406
1759806318.7544527,1247,-417.2035827636719
1759806319.7568686,1248,-417.6512451171875
1759806320.3301146,1249,-414.7781982421875
1759806320.8028681,1250,-418.4283752441406
1759806321.8250217,1251,-415.5191650390625
1759806322.292414,1252,-419.0141296386719
1759806323.2874992,1253,-429.9197998046875
1759806323.7266388,1254,-438.19976806640625
1759806323.893322,1255,-438.8816223144531
1759806324.3067737,1256,-444.94122314453125
1759806324.7426913,1257,-453.11871337890625
1759806325.1434538,1258,-453.77923583984375
1759806326.0201113,1259,-456.6775817871094
1759806326.4839914,1260,-460.6813659667969
1759806326.7363446,1261,-459.6648864746094
1759806327.459958,1262,-463.6706848144531
1759806328.097323,1263,-472.1354064941406
1759806328.5433834,1264,-474.377197265625
1759806328.980241,1265,-480.3619689941406
1759806329.7587109,1266,-483.5936584472656
1759806330.1740727,1267,-491.0313720703125
1759806330.3782752,1268,-492.4583435058594
1759806330.853579,1269,-496.6805419921875
1759806331.0941238,1270,-495.59552001953125
1759806331.5666168,1271,-501.48541259765625
1759806331.8608165,1272,-506.68048095703125
1759806332.0210388,1273,-509.48382568359375
1759806332.2993991,1274,-510.30029296875
1759806332.548779,1275,-509.990478515625
1759806333.5433934,1276,-509.15447998046875
1759806333.9077957,1277,-508.6741638183594
1759806334.2884905,1278,-513.9596557617188
1759806334.6893067,1279,-518.4677734375
1759806335.0398078,1280,-520.728271484375
1759806335.4147012,1281,-521.244384765625
1759806335.8579128,1282,-525.7520751953125
1759806336.1197116,1283,-525.421630859375
1759806336.4177976,1284,-524.6233520507812
1759806336.8680084,1285,-530.9199829101562
1759806337.0076377,1286,-523.0367431640625
1759806337.1752295,1287,-518.9927368164062
1759806337.4160016,1288,-512.6034545898438
1759806337.709711,1289,-516.7658081054688
1759806338.2166386,1290,-523.7485961914062
1759806338.6343715,1291,-524.3919067382812
1759806338.7440133,1292,-524.671875
1759806339.1431265,1293,-525.728271484375
1759806339.9477682,1294,-522.6297607421875
1759806340.2160392,1295,-522.3250122070312
1759806340.365978,1296,-521.2908325195312
1759806340.8763924,1297,-525.0510864257812
1759806340.9667895,1298,-528.1253662109375
1759806341.151364,1299,-529.1636352539062
1759806341.4870121,1300,-528.1036987304688
1759806342.13952,1301,-516.2891845703125
1759806342.2480493,1302,-512.9329833984375
1759806342.3998632,1303,-490.3374328613281
1759806342.5125349,1304,-486.6329650878906
1759806342.8988323,1305,-493.1324768066406
1759806343.451722,1306,-487.6621398925781
1759806343.5954278,1307,-480.3638916015625
1759806343.8662305,1308,-472.51263427734375
1759806344.3114,1309,-472.7097473144531
1759806344.8685706,1310,-480.3654479980469
1759806345.643543,1311,-481.3146057128906
1759806346.1502879,1312,-481.07415771484375
1759806346.665198,1313,-480.12469482421875
1759806346.947973,1314,-468.867431640625
1759806347.4041178,1315,-463.7047119140625
1759806347.9245768,1316,-468.2149658203125
1759806348.669756,1317,-466.1273193359375
1759806348.9030054,1318,-465.8417053222656
1759806349.3412387,1319,-473.84930419921875
1759806349.7550738,1320,-472.0165100097656
1759806350.0065262,1321,-463.841796875
1759806350.28985,1322,-457.1934814453125
1759806350.4840763,1323,-457.57647705078125
1759806350.8866665,1324,-453.8454284667969
1759806351.302324,1325,-459.663818359375
1759806351.6223516,1326,-453.61163330078125
1759806352.0607204,1327,-454.7389831542969
1759806352.562823,1328,-455.77947998046875
1759806352.67828,1329,-446.2199401855469
1759806353.6710424,1330,-446.595703125
1759806353.88071,1331,-440.7195129394531
1759806354.0561733,1332,-432.3703918457031
1759806354.425131,1333,-433.54095458984375
1759806355.3719125,1334,-436.8713684082031
1759806355.5069478,1335,-437.89483642578125
1759806355.9932048,1336,-435.1170654296875
1759806356.395012,1337,-435.9439697265625
1759806356.738576,1338,-432.7155456542969
1759806357.1952903,1339,-428.83636474609375
1759806357.6365623,1340,-423.7335510253906
1759806358.0263338,1341,-418.4613037109375
1759806358.4644034,1342,-421.1262512207031
1759806358.966867,1343,-409.5752258300781
1759806359.662188,1344,-413.0834045410156
1759806360.505236,1345,-417.7298583984375
1759806361.2003133,1346,-419.1301574707031
1759806361.4961395,1347,-420.00091552734375
1759806362.0019166,1348,-421.7925720214844
1759806362.486902,1349,-420.2586975097656
1759806363.0920074,1350,-414.7191467285156
1759806363.904635,1351,-418.070556640625
1759806364.8400662,1352,-417.9718933105469
1759806365.3453841,1353,-404.92730712890625
1759806366.1687763,1354,-398.05584716796875
1759806367.1740916,1355,-396.9122619628906
1759806367.3205035,1356,-392.10260009765625
1759806367.4372957,1357,-384.12908935546875
1759806367.8629274,1358,-383.712890625
1759806368.3182902,1359,-383.79559326171875
1759806369.221218,1360,-379.1961669921875
1759806370.1007738,1361,-380.3559875488281
1759806370.635984,1362,-377.9809875488281
1759806370.8489304,1363,-368.60260009765625
1759806370.9593117,1364,-369.9171142578125
1759806371.083328,1365,-365.4600524902344
1759806372.0847006,1366,-362.8524475097656
1759806372.5425842,1367,-358.9478759765625
1759806372.8570788,1368,-360.3804626464844
1759806373.0744803,1369,-356.9200134277344
1759806373.5176682,1370,-358.8790588378906
1759806374.1019275,1371,-353.37554931640625
1759806374.4440777,1372,-350.5466613769531
1759806374.6880853,1373,-350.03387451171875
1759806375.2127388,1374,-353.2080078125
1759806375.4366748,1375,-354.9070129394531
1759806375.8462481,1376,-357.5162048339844
1759806376.2664108,1377,-361.3982849121094
1759806376.5220172,1378,-357.9957580566406
1759806377.19906,1379,-357.0872802734375
1759806378.0635066,1380,-352.84893798828125
1759806378.5810673,1381,-352.1489562988281
1759806378.9875884,1382,-353.7247009277344
1759806379.3833127,1383,-354.0079040527344
1759806379.7983835,1384,-358.7030334472656
1759806380.476848,1385,-352.66082763671875
1759806381.1611032,1386,-357.13946533203125
1759806381.830218,1387,-362.4419860839844
1759806382.324421,1388,-365.47216796875
1759806382.7557328,1389,-369.0318298339844
1759806383.315963,1390,-364.2528381347656
1759806383.885202,1391,-360.5372009277344
1759806384.5708885,1392,-360.1333312988281
1759806384.9129887,1393,-360.8772888183594
1759806385.7344089,1394,-363.3804626464844
1759806386.038784,1395,-366.10870361328125
1759806386.2435982,1396,-365.9134216308594
1759806386.6627154,1397,-364.1158142089844
